address,tx,ty,tz
0x22927170af0,0,28.6181,2.20836
0x22927170af4,28.6181,2.20836,0.93323
0x22927170afc,0.93323,1,1
0x22927170b04,1,1,0
0x22927170b08,1,0,0
0x22927170b2c,1,0,0
0x22927170b3c,0,2.09621e-15,7.74918e-43
0x22927170b44,7.74918e-43,1,0
0x22927170b50,1,0,0
0x22927170b64,0,0,0
0x22927170b6c,0,1,1
0x22927170b74,1,1,0
0x22927170b78,1,0,0
0x22927170b8c,3.67072e-40,9.80909e-41,0
0x22927170b9c,1,0,0
0x22927170bac,0,2.09638e-15,7.74918e-43
0x22927170bb4,7.74918e-43,1,0
0x22927170bc0,1,0,0
0x22927170bc8,0,0,0
0x22927170bcc,0,0,28.6181
0x22927170bd0,0,28.6181,2.20836
0x22927170bd4,28.6181,2.20836,0.93323
0x22927170bdc,0.93323,1,1
0x22927170be4,1,1,0
0x22927170be8,1,0,0
0x22927170c0c,1,0,0
0x22927170c1c,0,0,0
0x22927170c24,0,1,0
0x22927170c30,1,0,0
0x22927170c4c,1.0949,1,1
0x22927170c54,1,1,0
0x22927170c8c,0,0,0
0x22927170c94,0,1,0
0x22927170ca0,1,0,0
0x22927170ca8,0,0,0
0x22927170cac,0,0,28.6181
0x22927170cb0,0,28.6181,2.20836
0x22927170cb4,28.6181,2.20836,0.93323
0x22927170cbc,0.93323,1,1
0x22927170cc4,1,1,0
0x22927170cc8,1,0,0
0x22927170cec,1,0,0
0x22927170cfc,0,0,0
0x22927170d04,0,1,0
0x22927170d10,1,0,0
0x22927170d24,0,0,0
0x22927170d2c,0,1,1
0x22927170d34,1,1,0
0x22927170d38,1,0,0
0x22927170d4c,3.67072e-40,9.80909e-41,0
0x22927170d5c,1,0,0
0x22927170ddc,0,0,0
0x22927170de0,0,0,1
0x22927170de4,0,1,0
0x22927170de8,1,0,1
0x22927170df0,1,0,0
0x22927170e0c,1.0949,1,1
0x22927170e14,1,1,0
0x22927170e4c,0,0,0
0x22927170e54,0,1,0
0x22927170e60,1,0,0
0x22927170e7c,1.0949,1,1
0x22927170e84,1,1,0
0x22927170eb4,0,0,0
0x22927170eb8,0,0,1
0x22927170ec0,1,0,0
0x22927170ec4,0,0,0
0x22927170ee8,1.22508,1.28234,1
0x22927170ef4,1,1,0
0x22927170f2c,0,0,0
0x22927170f34,0,1,0
0x22927170f40,1,0,0
0x22927170f5c,1.0949,1,1
0x22927170f64,1,1,0
0x22927170fb4,7.74918e-43,-9.00223e-26,4.59093e-41
0x22927170fb8,-9.00223e-26,4.59093e-41,1
0x22927170fc0,1,6.72623e-41,1.75807e-41
0x2292717102c,52.74,-395.627,441.966
0x22927171034,441.966,0.874725,0.825822
0x22927171038,0.874725,0.825822,1
0x2292717106c,1,0,0
0x22927171084,0,-0.999982,0
0x229271710dc,1,0,0
0x229271710ec,6.95986e-36,2.09674e-15,7.74918e-43
0x229271710f4,7.74918e-43,1,0
0x22927171100,1,0,0
0x22927171108,0,0,0
0x2292717110c,0,0,28.6181
0x22927171110,0,28.6181,2.20836
0x22927171114,28.6181,2.20836,0.93323
0x2292717111c,0.93323,1,1
0x22927171124,1,1,0
0x22927171128,1,0,0
0x2292717114c,1,0,0
0x22927171154,0,0,0
0x22927171158,0,0,1
0x22927171160,1,0,0
0x22927171164,0,0,0
0x22927171188,2.30095,1.55286,1
0x229271711c4,0,0,0
0x229271711c8,0,0,1
0x229271711d0,1,0,0
0x229271711d4,0,0,0
0x229271711f4,495.709,2.98559,1.28726
0x229271711f8,2.98559,1.28726,0
0x22927171234,0,0,0
0x22927171238,0,0,1
0x22927171240,1,0,0
0x22927171244,0,0,0
0x22927171268,2.29788,1.55088,1
0x229271712ac,0,2.09664e-15,7.74918e-43
0x229271712b4,7.74918e-43,1,0
0x229271712c0,1,0,0
0x229271712c8,0,0,0
0x229271712cc,0,0,28.6181
0x229271712d0,0,28.6181,2.20836
0x229271712d4,28.6181,2.20836,0.93323
0x229271712dc,0.93323,1,1
0x229271712e4,1,1,0
0x229271712e8,1,0,0
0x2292717130c,1,0,0
0x2292717131c,0,0,0
0x22927171324,0,1,0
0x2292717137c,1,0,0
0x2292717138c,0,0,0
0x22927171394,0,1,0
0x229271713a0,1,0,0
0x229271713bc,1.0949,1,1
0x229271713c4,1,1,0
0x229271713fc,0,0,0
0x22927171404,0,1,0
0x22927171410,1,0,0
0x2292717142c,1.0949,1,1
0x22927171434,1,1,0
0x22927171464,0,1.73992e-36,6.95986e-36
0x22927171468,1.73992e-36,6.95986e-36,1
0x22927171470,1,0,0
0x22927171474,0,0,0
0x22927171494,495.709,2.98559,1.28726
0x22927171498,2.98559,1.28726,1
0x229271714d4,0,0,0
0x229271714d8,0,0,1
0x229271714e0,1,0,0
0x229271714e4,0,0,0
0x22927171504,457.822,2.91386,0.872548
0x22927171508,2.91386,0.872548,1
0x2292717153c,1,0,0
0x2292717154c,0,2.09666e-15,7.74918e-43
0x22927171554,7.74918e-43,1,0
0x22927171560,1,0,0
0x22927171568,0,0,0
0x2292717156c,0,0,44.4361
0x22927171570,0,44.4361,2.73033
0x22927171574,44.4361,2.73033,0.413615
0x2292717157c,0.413615,1,1
0x22927171584,1,1,0
0x22927171588,1,0,0
0x229271715ac,1,0,0
0x229271715bc,0,0,0
0x229271715c4,0,1,0
0x229271715d0,1,0,0
0x229271715ec,1.0949,1,1
0x229271715f4,1,1,0
0x2292717162c,0,0,0
0x22927171634,0,1,0
0x22927171640,1,0,0
0x22927171648,0,0,0
0x2292717164c,0,0,44.4361
0x22927171650,0,44.4361,2.73033
0x22927171654,44.4361,2.73033,0.413615
0x2292717165c,0.413615,1,1
0x22927171664,1,1,0
0x22927171668,1,0,0
0x2292717168c,1,0,0
0x2292717169c,0,0,0
0x229271716a4,0,1,0
0x229271716b0,1,0,0
0x229271716b8,0,0,0
0x229271716bc,0,0,44.4361
0x229271716c0,0,44.4361,2.73033
0x229271716c4,44.4361,2.73033,0.413615
0x229271716cc,0.413615,1,1
0x229271716d4,1,1,0
0x229271716d8,1,0,0
0x229271716fc,1,0,0
0x2292717170c,0,0,0
0x22927171714,0,1,0
0x22927171720,1,0,0
0x2292717173c,1.0949,1,1
0x22927171744,1,1,0
0x2292717177c,0,0,0
0x22927171784,0,1,0
0x22927171790,1,0,0
0x22927171798,0,0,0
0x2292717179c,0,0,28.6181
0x229271717a0,0,28.6181,2.20836
0x229271717a4,28.6181,2.20836,0.93323
0x229271717ac,0.93323,1,1
0x229271717b4,1,1,0
0x229271717b8,1,0,0
0x229271717dc,1,0,0
0x229271717ec,0,2.09681e-15,7.74918e-43
0x229271717f4,7.74918e-43,1,0
0x22927171800,1,0,0
0x22927171808,0,0,0
0x2292717180c,0,0,28.6181
0x22927171810,0,28.6181,2.20836
0x22927171814,28.6181,2.20836,0.93323
0x2292717181c,0.93323,1,1
0x22927171824,1,1,0
0x22927171828,1,0,0
0x2292717184c,1,0,0
0x2292717185c,0,2.09588e-15,7.74918e-43
0x22927171864,7.74918e-43,1,0
0x22927171934,0,0,0
0x22927171938,0,0,1
0x22927171940,1,0,0
0x22927171944,0,0,0
0x22927171948,0,0,1
0x22927171964,31.2056,1.6011,1.55466
0x22927171968,1.6011,1.55466,1
0x229271719ac,0,0,0
0x229271719b4,0,1,0
0x229271719c0,1,0,-14
0x229271719c4,0,-14,0.5
0x229271719dc,1.10089,1,1
0x229271719e4,1,1,0
0x22927171a8c,0,0,0
0x22927171a90,0,0,1
0x22927171a94,0,1,0
0x22927171a98,1,0,1
0x22927171aa0,1,0,0
0x22927171aa8,0,0,0
0x22927171aac,0,0,28.6181
0x22927171ab0,0,28.6181,2.20836
0x22927171ab4,28.6181,2.20836,0.93323
0x22927171abc,0.93323,1,1
0x22927171ac4,1,1,0
0x22927171ac8,1,0,0
0x22927171aec,1,0,0
0x22927171afc,0,0,0
0x22927171b04,0,1,0
0x22927171cbc,0,0,0
0x22927171cc4,0,1,0
0x22927171ce4,10,1.53795,1.53795
0x22927171d24,0,6.55345e-41,0
0x22927171d28,6.55345e-41,0,1
0x22927171d30,1,0,0
0x22927171d34,0,0,0
0x22927171d58,2.36888,0.609062,1
0x22927171d8c,1,0,0
0x22927171d94,0,0,0
0x22927171d98,0,0,1
0x22927171da0,1,0,0
0x22927171da4,0,0,0
0x22927171db0,1,0,198.372
0x22927171db4,0,198.372,0.49057
0x22927171dc8,0.871796,0.973589,1
0x22927171dfc,1,0,0
0x22927171e0c,0,2.09678e-15,7.74918e-43
0x22927171e14,7.74918e-43,1,0
0x22927171e20,1,0,0
0x22927171e28,0,0,0
0x22927171e2c,0,0,28.6181
0x22927171e30,0,28.6181,2.20836
0x22927171e34,28.6181,2.20836,0.93323
0x22927171e3c,0.93323,1,1
0x22927171e44,1,1,0
0x22927171e48,1,0,0
0x22927171e6c,1,0,0
0x22927171eec,0,0,0
0x22927171ef0,0,0,1
0x22927171ef4,0,1,0
0x22927171ef8,1,0,1
0x22927171f00,1,0,0
0x22927171f1c,1.0949,1,1
0x22927171f24,1,1,0
0x22927171fd4,0,-0.999982,0
0x22927171fd8,-0.999982,0,1
0x2292717202c,1,0,0
0x2292717203c,0,0,0
0x22927172044,0,1,0
0x22927172050,1,0,0
0x2292717206c,0.708201,1,1
0x22927172074,1,1,0
0x2292717209c,1,0,0
0x229271720b4,7.74918e-43,0.372724,-0.201971
0x229271720d4,31.2056,0.604287,1.55466
0x2292717211c,6.95986e-36,0,0
0x22927172124,0,1,0
0x22927172144,338.659,0.940821,2.02121
0x2292717218c,0,0,0
0x22927172194,0,1,0
0x229271721a0,1,0,0
0x229271721bc,3.10247,1,1
0x229271721c4,1,1,0
0x22927172204,7.74918e-43,0,0
0x22927172224,134.558,2.25941,2.64283
0x22927172228,2.25941,2.64283,0.462165
0x22927172260,35.6871,22.5081,6.69835e-41
0x22927172264,22.5081,6.69835e-41,0
0x22927172268,6.69835e-41,0,0.0038335
0x229271722cc,1,0,0
0x229271722dc,0,0,0
0x229271722e4,0,1,0
0x229271722f0,1,0,0
0x2292717230c,1.0949,1,1
0x22927172314,1,1,0
0x22927172344,0,0,0
0x22927172348,0,0,1
0x22927172350,1,0,0
0x22927172354,0,0,0
0x22927172378,1.81389,1.26115,1
0x22927172424,-1.49017,6.55345e-41,0
0x22927172428,6.55345e-41,0,1
0x22927172430,1,0,0
0x22927172434,0,0,0
0x22927172438,0,0,1
0x2292717243c,0,1,0
0x22927172458,0.871796,0.973589,1
0x2292717248c,1,0,0
0x22927172494,0,0,0
0x22927172498,0,0,1
0x229271724a0,1,0,0
0x229271724a4,0,0,0
0x229271724c4,181.528,2.379,2.08594
0x229271724c8,2.379,2.08594,1
0x22927172514,7.74918e-43,0,0
0x22927172520,1,0,0
0x22927172528,0,0,0
0x2292717252c,0,0,44.4361
0x22927172530,0,44.4361,1.58783
0x22927172534,44.4361,1.58783,0.413615
0x22927172538,1.58783,0.413615,1
0x2292717253c,0.413615,1,1
0x22927172544,1,1,0
0x22927172548,1,0,0
0x2292717256c,1,0,0
0x229271725e4,0,0,0
0x229271725e8,0,0,1
0x229271725f0,1,0,0
0x229271725f4,0,0,0
0x229271725f8,0,0,1
0x2292717281c,6.95986e-36,0,0
0x22927172820,0,0,1
0x22927172824,0,1,0
0x22927172828,1,0,1
0x22927172830,1,0,0
0x2292717284c,1.0949,1,1
0x22927172854,1,1,0
0x22927172894,0,0.0559863,0
0x229271728c4,1,1,0
0x229271728ec,1,0,0
0x229271728fc,0,0,0
0x22927172904,0,1,0
0x22927172924,10,1.53795,1.53795
0x22927172bfc,1,0,0
0x22927172c0c,0,0,0
0x22927172c14,0,1,0
0x22927172c20,1,0,0
0x22927172c3c,3.10247,1,1
0x22927172c44,1,1,0
0x22927172c7c,0,0,0
0x22927172c84,0,1,0
0x22927172ca4,153.293,1.55681,1.4451
0x22927172d5c,0,0,0
0x22927172d60,0,0,1
0x22927172d64,0,1,0
0x22927172d68,1,0,1
0x22927172d84,10,1.53795,1.53795
0x22927172dcc,0,0,0
0x22927172dd4,0,1,0
0x22927172f1c,0,2.09806e-15,7.74918e-43
0x22927172f24,7.74918e-43,1,0
0x22927172f30,1,0,0
0x22927172f38,0,0,0
0x22927172f3c,0,0,44.4361
0x22927172f40,0,44.4361,2.73033
0x22927172f44,44.4361,2.73033,0.413615
0x22927172f4c,0.413615,1,1
0x22927172f54,1,1,0
0x22927172f58,1,0,0
0x22927172f7c,1,0,0
0x22927172f84,0,0,0
0x22927172f88,0,0,0.988077
0x22927172f90,0.988077,0,-0.153964
0x22927172f94,0,-0.153964,0
0x22927172fa0,1,0,199.331
0x22927172fa4,0,199.331,0.454941
0x22927172fec,1,0,0
0x22927173054,1.54008e-36,1.55179e-36,6.16033e-36
0x22927173058,1.55179e-36,6.16033e-36,34.149
0x22927173060,34.149,0,0
0x2292717321c,1,0,0
0x22927173294,0,0,0
0x22927173298,0,0,1
0x229271732a0,1,0,0
0x229271732a4,0,0,0
0x229271732a8,0,0,1
0x229271732ac,0,1,0
0x229271732b0,1,0,151.024
0x229271732b4,0,151.024,1.7616
0x229271732c8,0.843075,0.846858,1
0x229271732fc,1,0,0
0x22927173314,7.74918e-43,-1,0
0x2292717332c,52.74,-399.09,438.714
0x22927173330,-399.09,438.714,0.671112
0x22927173334,438.714,0.671112,1.55702
0x22927173384,0,0.897408,0
0x229271733a4,10,1.53795,1.53795
0x229271733e4,0,0,0
0x229271733e8,0,0,1
0x229271733f0,1,0,0
0x229271733f4,0,0,0
0x229271734d4,0,-0.999982,0
0x229271734d8,-0.999982,0,1
0x2292717352c,1,0,0
0x22927173614,-1.49017,6.55345e-41,0
0x22927173618,6.55345e-41,0,1
0x22927173620,1,0,0
0x22927173624,0,0,0
0x22927173628,0,0,1
0x22927173b5c,6.95986e-36,-0.998432,0
0x22927173b60,-0.998432,0,0.0559863
0x22927173b64,0,0.0559863,0
0x22927173b68,0.0559863,0,1
0x22927173b94,1,1,0
0x22927173bbc,1,0,0
0x22927173bc8,0,0,0.00256093
0x22927173bd4,-5.57779e-07,-0.999997,0.000170009
0x22927173c2c,1,0,0
0x22927173c34,0,6.55345e-41,0
0x22927173c38,6.55345e-41,0,1
0x22927173c40,1,0,-1.19209e-07
0x22927173c44,0,-1.19209e-07,0
0x22927173c5c,52.74,-395.627,441.966
0x22927173c64,441.966,0.874725,0.825822
0x22927173c68,0.874725,0.825822,1
0x22927173c9c,1,0,0
0x22927173cac,0,0,0
0x22927173cb4,0,1,0
0x22927173cd4,10,1.53795,1.53795
0x22927173d1c,6.95986e-36,0,0
0x22927173d24,0,1,0
0x22927173d30,1,0,0
0x22927173d4c,1.0949,1,1
0x22927173d54,1,1,0
0x22927173d88,6.55345e-41,0,0.00230623
0x22927173d94,-2.68072e-07,-0.999997,8.50042e-05
0x22927173dec,1,0,0
0x22927173dfc,0,0,0
0x22927173e04,0,1,0
0x22927173e24,10,1.53795,1.53795
0x22927173e64,0,1.74812e-36,6.95986e-36
0x22927173e68,1.74812e-36,6.95986e-36,1
0x22927173e70,1,0,0
0x22927173e74,0,0,0
0x2292717455c,1,0,0
0x229271745e4,0,-0.999982,0
0x229271745e8,-0.999982,0,1
0x2292717463c,1,0,0
0x229271746b4,0,0,0
0x229271746b8,0,0,1
0x229271746c0,1,0,0
0x229271746c4,0,0,0
0x229271746c8,0,0,1
0x229271746e4,31.2056,1.6011,1.55466
0x229271746e8,1.6011,1.55466,1
0x22927174734,7.74918e-43,0.372724,-0.201971
0x229271d0a38,3.85233e-34,1.09278e-19,1
0x2292f880e8c,7.31649,1.4013e-45,0
0x2292f880ee0,1,1,0.988228
0x2292f880ee8,0.988228,-7.21494e-05,-0.152986
0x2292f880f4c,2.8026e-45,0,1
0x2292f880fd4,1,1,1
0x2292f880fd8,1,1,1
0x2292f880fdc,1,1,0
0x2292f880fe0,1,0,0
0x2292f880fe4,0,0,0
0x2292f880fe8,0,0,1
0x2292f880ff0,1,0,0
0x2292f88100c,-7.21494e-05,-0.152986,0
0x2292f881014,0,0.0445415,0.956814
0x2292f881018,0.0445415,0.956814,0.28727
0x2292f88101c,0.956814,0.28727,0
0x2292f881044,1,0.988228,0.0445415
0x2292f881084,1,3.58732e-43,0
0x22933b1ffa4,372,7.23786e-37,7.74918e-43
0x22933b20064,319.98,-1.31145e-36,7.74918e-43
0x22937110a2c,0,1.4013e-45,0
0x22937110a30,1.4013e-45,0,126.398
0x22937110a38,126.398,2.35099e-38,0
0x22937110a6c,7.74918e-43,1.4013e-45,0
0x22937110a70,1.4013e-45,0,106.646
0x22937110a78,106.646,2.35099e-38,0
0x22937110aec,7.74918e-43,1.4013e-45,0
0x22937110c2c,7.74918e-43,1.4013e-45,0
0x22937110c6c,7.74918e-43,1.4013e-45,0
0x229371113bc,2.35099e-38,0,0
0x229371114fc,2.35099e-38,0,0
0x2293711163c,2.35099e-38,0,0
0x229371116ac,7.74918e-43,7.00649e-45,0
0x229371116b0,7.00649e-45,0,418.966
0x229371116b8,418.966,2.35099e-38,0
0x229371116ec,7.74918e-43,7.00649e-45,0
0x229371116f0,7.00649e-45,0,422.075
0x229371116f8,422.075,2.35099e-38,0
0x2293711177c,2.35099e-38,0,0
0x229371118bc,2.35099e-38,0,0
0x229371118c0,0,0,1
0x229371118c8,1,0,-8.52182e-39
0x229371118ec,7.74918e-43,7.00649e-45,0
0x229371118f0,7.00649e-45,0,294.111
0x229371118f8,294.111,2.35099e-38,0
0x229371119fc,2.35099e-38,0,0
0x22937111aac,7.74918e-43,1.4013e-45,0
0x22937111f78,398.473,2.35099e-38,0
0x22937112a2c,7.74918e-43,1.4013e-45,0
0x22937112a7c,2.35099e-38,0,0
0x22937112aec,7.74918e-43,1.4013e-45,0
0x22937112af0,1.4013e-45,0,79.0043
0x22937112af8,79.0043,2.35099e-38,0
0x22937112b6c,7.74918e-43,1.4013e-45,0
0x22937112b70,1.4013e-45,0,42.4991
0x22937112b78,42.4991,2.35099e-38,0
0x22937112b7c,2.35099e-38,0,0
0x22937112bac,7.74918e-43,1.4013e-45,0
0x22937112bec,7.74918e-43,1.4013e-45,0
0x22937112bf0,1.4013e-45,0,30.7843
0x22937112bf8,30.7843,2.35099e-38,0
0x22937112c2c,7.74918e-43,1.4013e-45,0
0x22937112c30,1.4013e-45,0,34.273
0x22937112c38,34.273,2.35099e-38,0
0x22937112cac,7.74918e-43,1.4013e-45,0
0x22937112cfc,2.35099e-38,0,0
0x22937112d6c,7.74918e-43,1.4013e-45,0
0x2293711307c,2.35099e-38,0,0
0x22937113080,0,0,1
0x22937113088,1,0,-3.07208e-33
0x229371130bc,2.35099e-38,0,0
0x229371130c0,0,0,0.631699
0x229371131c8,1,0,-3.07414e-33
0x229371131fc,2.35099e-38,0,0
0x22937113200,0,0,0.631699
0x22937113208,0.631699,-1.52829e-06,-2.44856e-33
0x2293711322c,7.74918e-43,1.4013e-45,0
0x22937113230,1.4013e-45,0,413.105
0x22937113238,413.105,2.35099e-38,0
0x229371132fc,2.35099e-38,0,0
0x22937113300,0,0,1
0x22937113308,1,0,-3.0692e-33
0x2293711337c,2.35099e-38,0,0
0x22937113380,0,0,0.908966
0x22937113388,0.908966,-0.415065,-3.07426e-33
0x229371133fc,2.35099e-38,0,0
0x22937113400,0,0,0.666656
0x22937113404,0,0.666656,0.180851
0x22937113408,0.666656,0.180851,-3.07431e-33
0x22940d30f54,0,0,0
0x22940d30f58,0,0,6.63483
0x22940d30f5c,0,6.63483,7.74918e-43
0x22940d30f60,6.63483,7.74918e-43,6.62651
0x22940d30f64,7.74918e-43,6.62651,7.74918e-43
0x22940d30f68,6.62651,7.74918e-43,6.5658
0x22940d30f70,6.5658,7.74918e-43,1.25269e-07
0x22940d30f74,7.74918e-43,1.25269e-07,7.74918e-43
0x22940d30f78,1.25269e-07,7.74918e-43,6.63486
0x22940d3104c,4.59093e-41,8.96831e-44,0
0x22940d31050,8.96831e-44,0,6.51991
0x22940d31054,0,6.51991,7.74918e-43
0x22940d31058,6.51991,7.74918e-43,6.62064
0x22940d31060,6.62064,7.74918e-43,-8.41397e-25
0x22940d31094,0,0,0
0x22940d31098,0,0,6.62067
0x22940d3109c,0,6.62067,7.74918e-43
0x22940d310a0,6.62067,7.74918e-43,6.62669
0x22940d310a4,7.74918e-43,6.62669,7.74918e-43
0x22940d310a8,6.62669,7.74918e-43,6.5658
0x22940d310ac,7.74918e-43,6.5658,7.74918e-43
0x22940d310b0,6.5658,7.74918e-43,6.63543
0x22940d310b4,7.74918e-43,6.63543,7.74918e-43
0x22940d310b8,6.63543,7.74918e-43,6.63547
0x22948efd5dc,7.08977e-38,4.87775e-39,1.32465e-41
0x22948efd5e0,4.87775e-39,1.32465e-41,11.3125
0x22948efd5e8,11.3125,7.34758e-40,1.08881e-42
0x22948efd6d0,9.49285e-12,0,0
0x22948efd6d4,0,0,11.0653
0x22948efd6dc,11.0653,0,0
0x22948efdca4,0,7.03435e-23,0.0419936
0x22948efdcac,0.0419936,3.09798e-12,7.08235e-37
0x22948efdcd4,4.86731e-39,0,1.15615e-26
0x22948efdcd8,0,1.15615e-26,0.167971
0x22948efdce0,0.167971,1.02783e-16,3.67342e-40
0x22948efdce8,3.67342e-40,6.74442e-33,1.8065e-28
0x22948efdcec,6.74442e-33,1.8065e-28,0.167971
0x22948efdcf4,0.167971,1.02783e-16,3.67342e-40
0x22948efdd0c,4.89002e-39,1.32465e-41,5.55363e-28
0x22948efdd10,1.32465e-41,5.55363e-28,3.5469
0x22948efdd18,3.5469,1.02783e-16,8.99988e-39
0x22948efdd1c,1.02783e-16,8.99988e-39,10.7501
0x22948efdd24,10.7501,1.02783e-16,1.92855e-39
0x22948efdd34,2.3731e-41,0,1.92593e-34
0x22948efde80,1.09284e-38,1.87087e-41,0
0x2294c227264,1,1,1
0x2294ce4b654,9.24857e-44,3.22299e-44,0
0x2294ce4b658,3.22299e-44,0,4
0x2294ce4b660,4,9.03697e-42,0
0x2294d6b8d08,1,1,1.4013e-45
0x2294d6b8d0c,1,1.4013e-45,1.4013e-45
0x2294d6b8d44,0.988228,0.0445415,0.146358
0x2294d6b8d80,1,0.988228,0.0445415
0x2294d6b8dc0,1,0.988228,-7.21494e-05
0x2294d6b8e00,1,0.988228,-7.21494e-05
0x2294d6b8e40,1,0.882507,0
0x2294d6b8eb0,1,0,0
0x2294d6b8efc,1,1,0.872118
0x2294d6b8f00,1,0.872118,0.0699162
0x2294d6b8f04,0.872118,0.0699162,0.146387
0x2294d6b8f0c,0.146387,0.146358,-6.36723e-05
0x2294d6b8f18,1.5019,-0.290761,-0.290702
0x2294d6b8f98,1.5019,-0.290761,-0.290702
0x2294d6b90bc,1,1,1
0x2294d6b90c0,1,1,0
0x2294d6b90c4,1,0,0
0x2294d6b90cc,0,0,0
0x2294d6b90d8,1,0,0
0x2294d6b90ec,1,0,0
0x2294d6b90f4,0,0,0
0x2294d6b9100,1,1.4042e-28,0
0x2294f38e39c,7.74918e-43,7.86215e-10,7.74918e-43
0x2294f38e3a0,7.86215e-10,7.74918e-43,12.8966
0x2294f38e3a8,12.8966,7.74918e-43,2.93286e-08
0x2294f38e3c4,7.74918e-43,1.57222e-06,7.74918e-43
0x2295275a62c,7.48305,1.4013e-45,0
0x2295275a670,0,0,0
0x2295275a674,0,0,1
0x2295275a678,0,1,1
0x2295275a67c,1,1,1
0x2295275a680,1,1,1
0x2295275a684,1,1,0
0x2295275a688,1,0,0
0x2295275a68c,0,0,0
0x2295275a690,0,0,1
0x2295275a698,1,0,0
0x2295275a6b4,0.594186,335.983,2.36206
0x2295275a6bc,2.36206,2.36206,2.36206
0x2295275a6c0,2.36206,2.36206,-0.999982
0x2295275a6fc,1,3.60147e-37,7.74918e-43
0x2295275a774,1,1,1
0x2295275a778,1,1,1
0x2295275a77c,1,1,0
0x2295275a780,1,0,0
0x2295275a784,0,0,0
0x2295275a788,0,0,1
0x2295275a790,1,0,0
0x2295275a7b4,0,0,2.36206
0x2295275a7bc,2.36206,0,0
0x2295275a820,145.415,1,3.58732e-43
0x2295275a824,1,3.58732e-43,0
0x2295275a99c,7.48457,1.4013e-45,0
0x2295275a9f0,1,1,1
0x2295275a9f4,1,1,0
0x2295275a9f8,1,0,0
0x2295275a9fc,0,0,0
0x2295275aa00,0,0,1
0x2295275aa08,1,0,0
0x2295275aa24,0.454941,59.0267,1.8108
0x2295275aa2c,1.8108,1.8108,1.8108
0x2295275aa30,1.8108,1.8108,0.0559863
0x2295275aa6c,1,3.60366e-37,7.74918e-43
0x2295275aae4,1,1,1
0x2295275aae8,1,1,1
0x2295275aaec,1,1,0
0x2295275aaf0,1,0,0
0x2295275aaf4,0,0,0
0x2295275aaf8,0,0,1
0x2295275ab00,1,0,0
0x2295275ab14,0,0.10138,0
0x2295275ab18,0.10138,0,1.80796
0x2295275ab24,0,0,1.8108
0x2295275ab2c,1.8108,0,0
0x2295275ab84,0,-53.3236,-0.251238
0x2295275ab88,-53.3236,-0.251238,368.712
0x2295275ab90,368.712,1,3.58732e-43
0x2295275ab94,1,3.58732e-43,0
0x2295275ad0c,7.48458,1.4013e-45,0
0x2295275ad60,1,1,1
0x2295275ad64,1,1,0
0x2295275ad68,1,0,0
0x2295275ad6c,0,0,0
0x2295275ad70,0,0,1
0x2295275ad78,1,0,0
0x2295275ad94,0.594186,335.983,2.36206
0x2295275ad9c,2.36206,2.36206,2.36206
0x2295275ada0,2.36206,2.36206,-0.999982
0x2295275addc,1,3.60355e-37,7.74918e-43
0x2295275ae54,1,1,1
0x2295275ae58,1,1,1
0x2295275ae5c,1,1,0
0x2295275ae60,1,0,0
0x2295275ae64,0,0,0
0x2295275ae68,0,0,1
0x2295275ae70,1,0,0
0x2295275ae94,0,0,2.36206
0x2295275ae9c,2.36206,0,0
0x2295275af00,145.415,1,3.58732e-43
0x2295275af04,1,3.58732e-43,0
0x2295275b3ec,7.48773,1.4013e-45,0
0x2295275b430,0,0,0
0x2295275b434,0,0,1
0x2295275b438,0,1,1
0x2295275b43c,1,1,1
0x2295275b440,1,1,1
0x2295275b444,1,1,0
0x2295275b448,1,0,0
0x2295275b44c,0,0,0
0x2295275b450,0,0,1
0x2295275b458,1,0,0
0x2295275b46c,0,199.331,0.454941
0x2295275b470,199.331,0.454941,181.351
0x2295275b474,0.454941,181.351,2.48499
0x2295275b47c,2.48499,2.48499,2.48499
0x2295275b480,2.48499,2.48499,-0.153964
0x2295275b484,2.48499,-0.153964,0
0x2295275b574,0,0,2.48499
0x2295275b57c,2.48499,0,0
0x2295275b58c,0,-0.382598,0
0x2295275b5d8,84.4584,-0.183076,-68.0218
0x2295275b5e4,1,3.58732e-43,0
0x2295275bacc,7.49606,1.4013e-45,0
0x2295275bb10,0,0,0
0x2295275bb14,0,0,1
0x2295275bb18,0,1,1
0x2295275bb1c,1,1,1
0x2295275bb20,1,1,1
0x2295275bb24,1,1,0
0x2295275bb28,1,0,0
0x2295275bb2c,0,0,0
0x2295275bb30,0,0,1
0x2295275bb38,1,0,0
0x2295275bb54,0.594186,335.983,2.36206
0x2295275bb5c,2.36206,2.36206,2.36206
0x2295275bb60,2.36206,2.36206,-0.999982
0x2295275bb9c,1,9.93432e-29,7.74918e-43
0x2295275bc14,1,1,1
0x2295275bc18,1,1,1
0x2295275bc1c,1,1,0
0x2295275bc20,1,0,0
0x2295275bc24,0,0,0
0x2295275bc28,0,0,1
0x2295275bc30,1,0,0
0x2295275bc54,0,0,2.36206
0x2295275bc5c,2.36206,0,0
0x2295275bcc0,145.415,1,3.58732e-43
0x2295275bcc4,1,3.58732e-43,0
0x2295275d2dc,7.61717,1.4013e-45,0
0x2295275d330,1,1,1
0x2295275d334,1,1,0
0x2295275d364,0.594186,335.983,2.36206
0x2295275d36c,2.36206,2.36206,2.36206
